Time:,11:36:22.174185,Size:,250,CPU:,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz
MSE,HN,Epochs,Batch Size,Learning rate
0.07794288545846939,10,334,184,0.07715885589435388
0.04393860697746277,17,94,60,0.08153477711169514
0.04815186932682991,4,82,5,0.04873466099260709
0.04384554922580719,7,329,30,0.0056937455516905145
0.059808406978845596,9,48,88,0.02471480488070927
0.05162886530160904,15,360,296,0.011832594630276383
0.06968674808740616,8,203,162,0.07908314804920503
0.08978591859340668,10,197,171,0.09692897408406849
0.026948705315589905,2,237,139,0.03770957566765944
0.04739135876297951,7,333,194,0.004837905104271622
0.07237761467695236,20,288,279,0.09181984350460036
0.07356657087802887,20,183,80,0.04307212093423216
0.06468559056520462,16,256,25,0.07048399294568503
0.04512565955519676,4,52,99,0.04743861414919318
0.07892794162034988,2,178,36,0.08964321899113487
0.06470846384763718,16,175,9,0.09066244035060343
0.05676637589931488,16,263,64,0.02930116986693349
0.10117259621620178,14,359,202,0.03303511082616516
0.03413306549191475,5,44,22,0.07303258530746162
0.059300314635038376,20,288,297,0.0690843784939172
0.058864980936050415,19,250,160,0.016948868058094056
0.052103862166404724,4,378,216,0.04770661062754099
0.07894831895828247,18,186,52,0.013270019040775339
0.06740288436412811,9,49,170,0.07820960386644404
0.06188346818089485,6,117,54,0.04298364179607445
0.040660642087459564,19,57,275,0.01597711552595399
0.04730621352791786,19,315,17,0.025482754843646014
0.0413752906024456,19,342,48,0.06910851732444305
0.060408059507608414,8,377,184,0.0699650473383522
0.06385435909032822,11,296,41,0.08291030086050319
0.0627899095416069,15,205,25,0.03736735474529425
0.05582156777381897,19,191,71,0.05729123442491085
0.05999944731593132,12,190,188,0.02211419124755611
0.06601685285568237,13,212,292,0.07732116764609456
0.025641076266765594,2,120,37,0.017609871075555106
0.05056093633174896,9,277,170,0.056946594439960335
0.04730436950922012,13,173,286,0.019757370795247305
0.07163355499505997,17,386,115,0.0331605266618711
0.046143338084220886,6,280,55,0.037742313934745135
0.04491167515516281,1,162,121,0.04681060929190662
0.04714502766728401,13,399,156,0.040420794409195944
0.12454394996166229,2,56,188,0.0009060343315203696
0.05067438259720802,9,42,128,0.036342000342735346
0.06347182393074036,13,191,5,0.04139362443257383
0.053292013704776764,5,231,234,0.05222055934008496
0.05246293917298317,11,63,123,0.0703518795300015
0.04721996188163757,19,238,100,0.0643542411134325
0.06420920044183731,19,117,272,0.0529065394515498
0.07055068761110306,15,228,179,0.03714495648647075
0.037101730704307556,3,231,228,0.0018760327771751445
0.029512755572795868,2,120,91,0.01760113864152437
0.06969521194696426,2,237,238,0.03777736686395595
0.07282856106758118,2,130,37,0.017349413677745104
0.072417713701725,2,120,52,0.017609225067282224
0.042865075170993805,7,103,139,0.01768002895152058
0.04472661018371582,5,96,181,0.017692300586414803
0.043948933482170105,5,91,180,0.017694425759598675
0.036267831921577454,6,120,37,0.07302132652382791
0.038182731717824936,11,120,37,0.0007029390566609648
0.037035953253507614,2,237,139,0.049929751057268545
0.039369434118270874,1,120,37,0.027002566445129803
0.062306903302669525,10,120,91,0.05664792493122419
0.030440328642725945,4,237,139,0.03541045786813202
0.05685775727033615,17,120,37,0.014874467362977964
0.06467924267053604,2,120,37,0.012208929324841328
0.03886449709534645,3,246,136,0.038469303393243025
0.038936492055654526,3,264,137,0.03840488458166994
0.042698875069618225,3,316,137,0.038388267773574826
0.08321753144264221,3,127,137,0.038651959579007196
0.0320342481136322,2,237,139,0.03746323119868835
0.045186325907707214,3,238,139,0.03717860586079561
0.03509426862001419,2,237,139,0.03791271168923811
0.025915421545505524,2,120,37,0.01765882179575876
0.06487362086772919,2,120,91,0.017601135130663196
0.07537822425365448,2,120,37,0.018454158912439855
0.03342484310269356,2,249,121,0.03792450957001652
0.07121001929044724,2,249,118,0.037972761140639466
0.04059611260890961,3,252,122,0.03796923243664443
0.04461243003606796,3,251,121,0.0379520997757374
0.06832417845726013,2,252,119,0.037923685589325656
0.06756220012903214,2,238,138,0.03818432958729042
0.036579880863428116,3,267,115,0.035430106501082
0.06469114124774933,7,237,139,0.03587748609446325
0.04242868348956108,3,266,124,0.03404968057098225
0.09275010973215103,3,266,126,0.03331435393845339
0.04288845509290695,3,268,76,0.04272845914982366
0.03705199435353279,3,272,68,0.04333213777698506
0.04893128573894501,3,274,54,0.04424080899114156
0.036447156220674515,3,281,52,0.04441671085240011
0.07134538143873215,3,288,47,0.045248945985469115
0.07052478939294815,3,136,85,0.04366184993186515
0.06839118152856827,3,260,117,0.04076677727067828
0.09339639544487,3,271,95,0.03450420921526201
0.06065230071544647,2,237,139,0.049929756207743176
0.02672525867819786,2,237,139,0.03751073757578946
0.05930158495903015,3,250,122,0.037937519763945306
0.04160451516509056,3,267,115,0.03542432895426693
0.0486726313829422,4,237,139,0.03574107377965207
0.07123856246471405,2,237,139,0.03746779376361786
0.030054330825805664,2,247,138,0.03761403351119449
0.06269550323486328,2,248,137,0.03745891447840585
0.06855987757444382,2,250,127,0.037503944994417594
0.031308505684137344,2,243,139,0.03764063966985374
0.0686432421207428,2,243,139,0.03785386456893997
0.05626409128308296,2,242,139,0.012197107499814466
0.06494393199682236,2,242,139,0.03757040137667781
0.07958335429430008,3,243,139,0.03822168479706635
0.034231703728437424,3,234,70,0.04308448529568788
0.07005876302719116,3,389,179,0.044466086429284325
0.046303097158670425,3,179,201,0.04290654863973956
0.03697812929749489,3,219,60,0.04345457799680963
0.039030760526657104,3,213,153,0.04467581616339098
0.06204770877957344,3,178,9,0.04583058037808715
0.08124667406082153,3,213,65,0.04501591609698645
0.04502984508872032,3,259,111,0.04225280628189519
0.04310734197497368,3,207,58,0.04274724272808395
0.03948592767119408,3,215,62,0.04338458535324306
0.04261762276291847,3,224,95,0.04428256062823845
0.044947799295186996,3,153,96,0.045072445654262584
0.037941284477710724,3,105,44,0.04575096520327921
0.038790494203567505,3,115,7,0.046973720834899646
0.043279848992824554,3,175,19,0.04821187771875549
0.04657670482993126,3,122,42,0.049113248250224804
0.04465309530496597,3,124,1,0.04970939604172225
0.0480169802904129,3,75,1,0.05048123334668854
0.036279935389757156,3,94,52,0.05091355671942172
0.03902275860309601,3,40,1,0.05205131701087198
0.038744281977415085,3,40,1,0.05247083978507917
0.047961026430130005,3,91,1,0.052916083701629604
0.03818637505173683,3,244,1,0.05302985486083103
0.035820554941892624,3,190,1,0.053470221726497034
0.038855135440826416,3,57,1,0.05397784105983906
0.057692814618349075,3,52,1,0.054362004192108605
0.05294375866651535,3,97,1,0.05397662272409826
0.03484660014510155,3,43,1,0.05383353077443691
0.03489624336361885,3,40,1,0.054275286512102734
0.033556364476680756,3,40,1,0.05472343123861
0.04992739111185074,3,45,1,0.05521232114346112
0.05110885575413704,3,134,1,0.05509546337765616
0.031037673354148865,3,75,1,0.054947625451242675
0.035736631602048874,3,40,1,0.05546395037632936
0.04892408475279808,3,94,1,0.05583334937210687
0.030786605551838875,3,40,1,0.05572407910863074
0.060719624161720276,1,40,1,0.05596772294637458
0.035746049135923386,3,40,1,0.05626601428233866
0.05337968468666077,3,40,1,0.05663351521323052
0.03963971883058548,3,40,1,0.05632046777146754
0.06147000193595886,3,40,1,0.0565285100425866
0.06241849064826965,3,40,1,0.05594384880778819
0.06647461652755737,3,40,1,0.05543712762983681
0.0356782004237175,3,40,1,0.05492799901549372
0.038888610899448395,3,40,1,0.05515258791562848
0.03576182201504707,3,40,1,0.0553125058963432
0.03628171980381012,3,57,1,0.05554436436360759
0.03395325317978859,3,51,1,0.05576911226259043
0.06968249380588531,3,40,1,0.0560567079013361
0.05897171050310135,3,40,1,0.05542028534662246
0.03577052056789398,3,40,1,0.05515054053733355
0.07269589602947235,3,40,1,0.05533098406635606
0.054961420595645905,3,117,1,0.054863569513735166
0.0432310588657856,3,40,1,0.05473564192797399
0.0590367428958416,3,197,1,0.054761888890326585
0.04485718905925751,3,71,1,0.054604844773124134
0.032220494002103806,3,40,1,0.05460373954773475
0.06374548375606537,3,40,1,0.05475945489557871
0.049046941101551056,3,40,1,0.05456157162567441
0.05058429390192032,3,40,1,0.05451683671802763
0.03449828177690506,3,40,1,0.054460630336227646
0.02669287472963333,3,40,1,0.054557864458692665
0.0533890575170517,3,40,1,0.05476042031700989
0.03898206353187561,3,40,1,0.05466070728512336
0.056913990527391434,3,40,1,0.05471413181067644
0.06319346278905869,3,40,1,0.054591774368075656
0.046000588685274124,3,40,1,0.054452249514342826
0.03497610613703728,3,40,1,0.054426896131343376
0.0489647276699543,3,40,1,0.054493712236403855
0.03920985385775566,3,40,1,0.05444507431109179
0.047517675906419754,3,94,1,0.0544713586083866
0.038424454629421234,3,40,1,0.054432434094391406
0.05785111337900162,3,40,1,0.05445987547703871
0.035510867834091187,3,40,1,0.054367410361711076
0.03730727359652519,3,50,1,0.05441490144987697
0.03420163318514824,3,40,1,0.054445816317945706
0.0401458702981472,3,40,1,0.05451356275270414
0.05383538827300072,3,40,1,0.054516449527592215
0.08506910502910614,3,40,1,0.05444548825958278
0.034863609820604324,3,40,1,0.05439366632596567
0.04790874570608139,3,40,1,0.054438765083844744
0.05029751732945442,3,40,1,0.054394760961737385
0.03458116948604584,3,40,1,0.05434266337449056
0.046788640320301056,3,40,1,0.05438992812972901
0.03548961505293846,3,40,1,0.05434311639647251
0.04013622924685478,3,40,1,0.05437015853903946
0.039284538477659225,3,46,1,0.05437139719165048
0.05102521553635597,3,40,1,0.05437501076780746
0.034957386553287506,3,40,1,0.05432072493113744
0.05365988612174988,3,60,1,0.05434777786749437
0.03432268276810646,3,40,1,0.05428675754704905
0.03406885266304016,3,40,1,0.05431310382784942
0.06256204098463058,3,40,1,0.05433747494216714
0.03449608013033867,3,40,1,0.05427754474424285
0.06000903621315956,1,40,1,0.05270594684079363
0.03806587681174278,4,40,1,0.0547972273958488
0.0659632608294487,4,40,1,0.0548334330894968
0.0667790025472641,4,40,1,0.05461278745396834
0.05514570698142052,3,40,1,0.05458088405105122
0.047884613275527954,3,40,1,0.05449748846473205
0.04975811019539833,3,40,1,0.05445164521654465
0.03860987350344658,3,40,1,0.054398567869942786
0.05863866209983826,1,40,1,0.05279088276002564
0.05296102911233902,4,60,1,0.05481138902573365
0.051634617149829865,3,40,1,0.054738017127907636
0.050594914704561234,3,40,1,0.05465262529098674
0.03045959398150444,3,40,1,0.054580716183763194
0.05906634405255318,3,40,1,0.054701957212883456
0.06573273986577988,3,40,1,0.054575931881763996
0.05110163614153862,3,123,1,0.05446487842169834
0.04011772572994232,3,40,1,0.054399312318748026
0.048044051975011826,3,40,1,0.05439779879964939
0.051564160734415054,3,40,1,0.054346706530238285
0.048386748880147934,3,40,1,0.054286989630902185
0.0259571336209774,3,40,1,0.05423868394693546
0.04802554100751877,3,40,1,0.05432429585630447
0.06324280798435211,3,40,1,0.05427684347940071
0.04008575528860092,3,40,1,0.05423451886089978
0.050152912735939026,3,40,1,0.05421421069225549
0.044148098677396774,3,40,1,0.05416480563541697
0.03982536867260933,3,40,1,0.05412495535514841
0.03874746710062027,3,40,1,0.05409554375698465
0.04503636807203293,3,90,1,0.054069210344925796
0.039648134261369705,3,40,1,0.05402736341054244
0.04947216808795929,3,40,1,0.053991072723282164
0.03913300856947899,3,40,1,0.05395120491555642
0.06525199115276337,3,40,1,0.05391131971172128
0.03849518299102783,4,40,1,0.053957935409545306
0.044954296201467514,4,40,1,0.053802785574767906
0.04598340019583702,4,40,1,0.05371537287912446
0.04745481163263321,4,40,1,0.05364722900340782
0.06168072298169136,4,40,1,0.05360403792337119
0.060107845813035965,3,40,1,0.05385722492781671
0.03389778733253479,3,40,1,0.053870774951182046
0.03881536424160004,3,40,1,0.053838510355518544
0.04745965823531151,3,40,1,0.053793101151637115
0.05308022350072861,3,40,1,0.05375251856471913
0.03938177227973938,3,40,1,0.053737532856395535
0.05021277070045471,3,40,1,0.053683459892108217
0.04308147728443146,3,40,1,0.05365541009435494
0.059963930398225784,1,40,1,0.05257078099818105
0.0411158911883831,4,40,1,0.05410526274004812
0.04528609663248062,4,40,1,0.05398778072631889
